instance,artist,t_linear,t_binary
20,Artist_326,0.234375,7.109375
21,Artist_0,0.078125,7.015625
21,Artist_81,0.140625,7.296875
21,Artist_163,0.296875,7.375
21,Artist_245,0.265625,7.328125
21,Artist_326,0.21875,7.1875
22,Artist_0,0.0625,7.09375
22,Artist_81,0.125,7.1875
22,Artist_163,0.25,7.125
22,Artist_245,0.265625,7.15625
22,Artist_326,0.21875,7.8125
23,Artist_0,0.0625,7.5
23,Artist_81,0.140625,7.34375
23,Artist_163,0.28125,7.203125
23,Artist_245,0.28125,7.21875
23,Artist_326,0.234375,7.265625
24,Artist_0,0.0625,6.984375
24,Artist_81,0.140625,7.125
24,Artist_163,0.265625,7.0
24,Artist_245,0.265625,7.140625
24,Artist_326,0.234375,7.09375
25,Artist_0,0.0625,7.078125
25,Artist_81,0.140625,7.015625
25,Artist_163,0.28125,7.109375
25,Artist_245,0.265625,6.984375
25,Artist_326,0.234375,7.015625
26,Artist_0,0.0625,7.109375
26,Artist_81,0.140625,7.5625
26,Artist_163,0.265625,7.15625
26,Artist_245,0.265625,7.21875
26,Artist_326,0.234375,7.140625
27,Artist_0,0.078125,6.984375
27,Artist_81,0.140625,7.046875
27,Artist_163,0.296875,7.125
27,Artist_245,0.25,7.109375
27,Artist_326,0.234375,7.125
28,Artist_0,0.0625,7.078125
28,Artist_81,0.140625,7.140625
28,Artist_163,0.25,7.0625
28,Artist_245,0.25,7.109375
28,Artist_326,0.234375,7.03125
29,Artist_0,0.0625,7.171875
29,Artist_81,0.140625,7.1875
29,Artist_163,0.28125,7.203125
29,Artist_245,0.265625,7.1875
29,Artist_326,0.234375,7.203125
30,Artist_0,0.078125,7.234375
30,Artist_81,0.140625,7.09375
30,Artist_163,0.265625,7.125
30,Artist_245,0.28125,7.1875
30,Artist_326,0.21875,7.5
31,Artist_0,0.0625,7.328125
31,Artist_81,0.140625,7.484375
31,Artist_163,0.28125,7.4375
31,Artist_245,0.28125,7.265625
31,Artist_326,0.234375,7.546875
32,Artist_0,0.046875,7.34375
32,Artist_81,0.15625,7.53125
32,Artist_163,0.28125,7.21875
32,Artist_245,0.296875,7.28125
32,Artist_326,0.25,7.265625
33,Artist_0,0.0625,7.203125
33,Artist_81,0.140625,7.125
33,Artist_163,0.265625,7.09375
33,Artist_245,0.265625,7.0625
33,Artist_326,0.234375,7.109375
34,Artist_0,0.0625,7.078125
34,Artist_81,0.140625,7.078125
34,Artist_163,0.28125,7.671875
34,Artist_245,0.28125,7.203125
34,Artist_326,0.234375,7.109375
35,Artist_0,0.0625,7.0625
35,Artist_81,0.140625,7.171875
35,Artist_163,0.25,7.125
35,Artist_245,0.28125,7.09375
35,Artist_326,0.234375,7.03125
36,Artist_0,0.078125,7.140625
36,Artist_81,0.140625,7.171875
36,Artist_163,0.28125,7.203125
36,Artist_245,0.265625,7.15625
36,Artist_326,0.234375,7.171875
37,Artist_0,0.0625,7.046875
37,Artist_81,0.140625,7.1875
37,Artist_163,0.265625,7.046875
37,Artist_245,0.265625,7.0625
37,Artist_326,0.21875,7.421875
38,Artist_0,0.0625,7.25
38,Artist_81,0.15625,7.171875
38,Artist_163,0.28125,7.484375
38,Artist_245,0.265625,7.140625
38,Artist_326,0.21875,7.21875
39,Artist_0,0.0625,7.109375
39,Artist_81,0.15625,7.03125
39,Artist_163,0.265625,7.078125
39,Artist_245,0.265625,7.140625
39,Artist_326,0.234375,7.0625
40,Artist_0,0.078125,7.09375
40,Artist_81,0.125,7.1875
40,Artist_163,0.28125,7.171875
40,Artist_245,0.265625,7.140625
40,Artist_326,0.234375,7.171875
41,Artist_0,0.078125,7.140625
41,Artist_81,0.140625,7.171875
41,Artist_163,0.265625,7.125
41,Artist_245,0.265625,7.21875
41,Artist_326,0.234375,7.140625
42,Artist_0,0.078125,7.078125
42,Artist_81,0.140625,7.078125
42,Artist_163,0.25,7.109375
42,Artist_245,0.265625,7.0625
42,Artist_326,0.234375,7.0625
43,Artist_0,0.0625,7.140625
43,Artist_81,0.140625,7.171875
43,Artist_163,0.265625,7.171875
43,Artist_245,0.265625,7.09375
43,Artist_326,0.21875,7.234375
44,Artist_0,0.0625,7.09375
44,Artist_81,0.140625,7.078125
44,Artist_163,0.28125,7.140625
44,Artist_245,0.25,7.421875
44,Artist_326,0.234375,7.21875
45,Artist_0,0.078125,7.125
45,Artist_81,0.140625,7.078125
45,Artist_163,0.265625,7.109375
45,Artist_245,0.265625,7.203125
45,Artist_326,0.21875,7.171875
46,Artist_0,0.0625,7.0
46,Artist_81,0.140625,7.15625
46,Artist_163,0.28125,7.140625
46,Artist_245,0.25,7.109375
46,Artist_326,0.21875,7.140625
47,Artist_0,0.0625,7.0625
47,Artist_81,0.140625,7.1875
47,Artist_163,0.28125,7.234375
47,Artist_245,0.265625,7.21875
47,Artist_326,0.234375,7.234375
48,Artist_0,0.0625,7.140625
48,Artist_81,0.140625,7.140625
48,Artist_163,0.265625,7.15625
48,Artist_245,0.265625,7.109375
48,Artist_326,0.234375,7.171875
49,Artist_0,0.078125,7.015625
49,Artist_81,0.140625,7.109375
49,Artist_163,0.265625,7.03125
49,Artist_245,0.265625,7.046875
49,Artist_326,0.25,7.046875
50,Artist_0,0.0625,7.1875
50,Artist_81,0.140625,7.328125
50,Artist_163,0.25,7.21875
50,Artist_245,0.265625,7.296875
50,Artist_326,0.234375,7.390625
51,Artist_0,0.0625,7.09375
51,Artist_81,0.140625,7.15625
51,Artist_163,0.28125,7.09375
51,Artist_245,0.265625,7.15625
51,Artist_326,0.234375,7.09375
52,Artist_0,0.078125,7.0
52,Artist_81,0.140625,7.078125
52,Artist_163,0.265625,7.203125
52,Artist_245,0.28125,7.09375
52,Artist_326,0.25,7.3125
53,Artist_0,0.078125,7.21875
53,Artist_81,0.140625,7.078125
53,Artist_163,0.265625,7.359375
53,Artist_245,0.28125,7.3125
53,Artist_326,0.234375,7.28125
54,Artist_0,0.078125,7.1875
54,Artist_81,0.15625,7.1875
54,Artist_163,0.28125,7.21875
54,Artist_245,0.265625,7.34375
54,Artist_326,0.234375,7.265625
55,Artist_0,0.078125,7.296875
55,Artist_81,0.125,7.28125
55,Artist_163,0.265625,7.328125
55,Artist_245,0.265625,7.1875
55,Artist_326,0.234375,7.15625
56,Artist_0,0.0625,7.40625
56,Artist_81,0.140625,7.359375
56,Artist_163,0.28125,7.46875
56,Artist_245,0.28125,7.515625
56,Artist_326,0.265625,7.421875
57,Artist_0,0.0625,7.3125
57,Artist_81,0.140625,7.390625
57,Artist_163,0.28125,7.3125
57,Artist_245,0.28125,7.421875
57,Artist_326,0.234375,7.390625
58,Artist_0,0.078125,7.3125
58,Artist_81,0.15625,7.234375
58,Artist_163,0.265625,7.25
58,Artist_245,0.28125,7.1875
58,Artist_326,0.234375,7.34375
59,Artist_0,0.0625,7.296875
59,Artist_81,0.140625,7.4375
59,Artist_163,0.265625,7.359375
59,Artist_245,0.28125,7.4375
59,Artist_326,0.25,7.421875
60,Artist_0,0.0625,7.34375
60,Artist_81,0.15625,7.453125
60,Artist_163,0.34375,7.3125
60,Artist_245,0.265625,7.125
60,Artist_326,0.25,7.125
61,Artist_0,0.078125,7.203125
61,Artist_81,0.140625,7.234375
61,Artist_163,0.265625,7.171875
61,Artist_245,0.25,7.140625
61,Artist_326,0.21875,7.21875
62,Artist_0,0.078125,7.1875
62,Artist_81,0.140625,7.109375
62,Artist_163,0.265625,7.109375
62,Artist_245,0.265625,7.15625
62,Artist_326,0.21875,7.140625
63,Artist_0,0.078125,7.3125
63,Artist_81,0.15625,7.328125
63,Artist_163,0.265625,7.453125
63,Artist_245,0.296875,7.984375
63,Artist_326,0.25,7.359375
64,Artist_0,0.078125,7.6875
64,Artist_81,0.140625,7.4375
64,Artist_163,0.265625,7.421875
64,Artist_245,0.265625,7.34375
64,Artist_326,0.234375,7.421875
65,Artist_0,0.0625,7.15625
65,Artist_81,0.140625,7.09375
65,Artist_163,0.265625,7.171875
65,Artist_245,0.265625,7.0625
65,Artist_326,0.234375,7.109375
66,Artist_0,0.0625,7.15625
66,Artist_81,0.140625,7.25
66,Artist_163,0.265625,7.25
66,Artist_245,0.28125,7.171875
66,Artist_326,0.21875,7.140625
67,Artist_0,0.0625,7.109375
67,Artist_81,0.140625,7.171875
67,Artist_163,0.265625,7.203125
67,Artist_245,0.265625,7.234375
67,Artist_326,0.234375,7.171875
68,Artist_0,0.0625,7.078125
68,Artist_81,0.140625,7.140625
68,Artist_163,0.265625,6.96875
68,Artist_245,0.265625,7.046875
68,Artist_326,0.234375,7.390625
69,Artist_0,0.0625,7.15625
69,Artist_81,0.140625,7.0625
69,Artist_163,0.28125,7.125
69,Artist_245,0.265625,7.375
69,Artist_326,0.234375,7.171875
70,Artist_0,0.078125,7.0625
70,Artist_81,0.125,7.21875
70,Artist_163,0.25,7.203125
70,Artist_245,0.25,7.265625
70,Artist_326,0.234375,7.234375
71,Artist_0,0.0625,7.359375
71,Artist_81,0.140625,7.28125
71,Artist_163,0.265625,7.09375
71,Artist_245,0.265625,7.140625
71,Artist_326,0.234375,7.015625
72,Artist_0,0.078125,7.09375
72,Artist_81,0.140625,7.15625
72,Artist_163,0.265625,7.15625
72,Artist_245,0.25,7.0625
72,Artist_326,0.21875,7.09375
73,Artist_0,0.0625,7.046875
73,Artist_81,0.140625,7.15625
73,Artist_163,0.234375,7.0625
73,Artist_245,0.28125,7.078125
73,Artist_326,0.21875,7.046875
74,Artist_0,0.078125,7.125
74,Artist_81,0.140625,7.0625
74,Artist_163,0.265625,7.109375
74,Artist_245,0.265625,7.0625
74,Artist_326,0.234375,7.078125
75,Artist_0,0.078125,7.046875
75,Artist_81,0.125,7.203125
75,Artist_163,0.265625,7.15625
75,Artist_245,0.25,7.359375
75,Artist_326,0.25,7.234375
76,Artist_0,0.0625,7.0
76,Artist_81,0.140625,7.015625
76,Artist_163,0.265625,7.046875
76,Artist_245,0.25,7.1875
76,Artist_326,0.234375,7.140625
77,Artist_0,0.0625,7.15625
77,Artist_81,0.171875,7.515625
77,Artist_163,0.265625,7.234375
77,Artist_245,0.265625,7.453125
77,Artist_326,0.21875,7.1875
78,Artist_0,0.0625,7.28125
78,Artist_81,0.125,7.046875
78,Artist_163,0.265625,7.09375
78,Artist_245,0.25,7.140625
78,Artist_326,0.21875,7.125
79,Artist_0,0.078125,7.046875
79,Artist_81,0.125,7.03125
79,Artist_163,0.265625,7.046875
79,Artist_245,0.265625,7.0625
79,Artist_326,0.21875,6.9375
80,Artist_0,0.078125,7.0625
80,Artist_81,0.15625,7.15625
80,Artist_163,0.28125,7.1875
80,Artist_245,0.265625,7.203125
80,Artist_326,0.25,7.203125
81,Artist_0,0.078125,7.125
81,Artist_81,0.140625,7.375
81,Artist_163,0.265625,7.265625
81,Artist_245,0.28125,7.453125
81,Artist_326,0.234375,7.234375
82,Artist_0,0.0625,7.25
82,Artist_81,0.140625,7.640625
82,Artist_163,0.265625,7.171875
82,Artist_245,0.28125,7.84375
82,Artist_326,0.234375,7.296875
83,Artist_0,0.0625,7.25
83,Artist_81,0.140625,7.234375
83,Artist_163,0.265625,7.59375
83,Artist_245,0.265625,7.765625
83,Artist_326,0.234375,7.328125
84,Artist_0,0.078125,7.203125
84,Artist_81,0.140625,7.34375
84,Artist_163,0.265625,7.296875
84,Artist_245,0.265625,7.265625
84,Artist_326,0.234375,7.4375
85,Artist_0,0.0625,7.203125
85,Artist_81,0.15625,7.328125
85,Artist_163,0.28125,7.109375
85,Artist_245,0.265625,7.21875
85,Artist_326,0.21875,7.203125
86,Artist_0,0.0625,7.609375
86,Artist_81,0.140625,7.6875
86,Artist_163,0.28125,7.546875
86,Artist_245,0.265625,7.203125
86,Artist_326,0.25,7.171875
87,Artist_0,0.078125,7.125
87,Artist_81,0.140625,7.1875
87,Artist_163,0.28125,7.25
87,Artist_245,0.28125,7.1875
87,Artist_326,0.21875,7.234375
88,Artist_0,0.078125,7.203125
88,Artist_81,0.140625,7.390625
88,Artist_163,0.28125,7.828125
88,Artist_245,0.265625,7.953125
88,Artist_326,0.25,7.25
89,Artist_0,0.078125,7.203125
89,Artist_81,0.15625,7.234375
89,Artist_163,0.28125,7.34375
89,Artist_245,0.265625,7.171875
89,Artist_326,0.234375,7.171875
90,Artist_0,0.0625,7.140625
90,Artist_81,0.140625,7.265625
90,Artist_163,0.265625,7.3125
90,Artist_245,0.28125,7.421875
90,Artist_326,0.21875,7.21875
91,Artist_0,0.0625,7.140625
91,Artist_81,0.140625,7.1875
91,Artist_163,0.28125,7.15625
91,Artist_245,0.265625,7.09375
91,Artist_326,0.234375,7.109375
92,Artist_0,0.078125,7.203125
92,Artist_81,0.140625,7.109375
92,Artist_163,0.265625,7.1875
92,Artist_245,0.265625,7.140625
92,Artist_326,0.203125,7.125
93,Artist_0,0.0625,7.015625
93,Artist_81,0.140625,7.09375
93,Artist_163,0.265625,7.53125
93,Artist_245,0.28125,7.5
93,Artist_326,0.21875,7.09375
94,Artist_0,0.0625,7.375
94,Artist_81,0.15625,7.03125
94,Artist_163,0.25,7.296875
94,Artist_245,0.25,7.203125
94,Artist_326,0.234375,7.328125
95,Artist_0,0.078125,7.296875
95,Artist_81,0.140625,7.21875
95,Artist_163,0.296875,7.46875
95,Artist_245,0.265625,7.15625
95,Artist_326,0.234375,7.28125
96,Artist_0,0.078125,7.125
96,Artist_81,0.15625,7.265625
96,Artist_163,0.265625,7.1875
96,Artist_245,0.28125,7.140625
96,Artist_326,0.21875,7.171875
97,Artist_0,0.078125,7.390625
97,Artist_81,0.140625,7.421875
97,Artist_163,0.265625,7.390625
97,Artist_245,0.28125,7.484375
97,Artist_326,0.25,7.328125
98,Artist_0,0.0625,7.25
98,Artist_81,0.15625,7.40625
98,Artist_163,0.25,7.203125
98,Artist_245,0.28125,7.21875
98,Artist_326,0.21875,7.859375
99,Artist_0,0.0625,7.703125
99,Artist_81,0.15625,7.546875
99,Artist_163,0.28125,7.296875
99,Artist_245,0.296875,7.171875
99,Artist_326,0.234375,7.15625
