instance,artist,t_linear,t_binary
67,Artist_10,0.0,0.0
67,Artist_15,0.015625,0.0
67,Artist_19,0.0,0.0
68,Artist_0,0.015625,0.0
68,Artist_5,0.0,0.0
68,Artist_10,0.015625,0.0
68,Artist_15,0.0,0.0
68,Artist_19,0.015625,0.0
69,Artist_0,0.0,0.0
69,Artist_5,0.015625,0.0
69,Artist_10,0.0,0.015625
69,Artist_15,0.0,0.0
69,Artist_19,0.0,0.015625
70,Artist_0,0.0,0.0
70,Artist_5,0.015625,0.0
70,Artist_10,0.0,0.0
70,Artist_15,0.015625,0.0
70,Artist_19,0.0,0.0
71,Artist_0,0.015625,0.0
71,Artist_5,0.0,0.0
71,Artist_10,0.015625,0.0
71,Artist_15,0.0,0.0
71,Artist_19,0.015625,0.0
72,Artist_0,0.0,0.0
72,Artist_5,0.015625,0.0
72,Artist_10,0.015625,0.0
72,Artist_15,0.0,0.0
72,Artist_19,0.015625,0.0
73,Artist_0,0.0,0.0
73,Artist_5,0.015625,0.0
73,Artist_10,0.0,0.015625
73,Artist_15,0.0,0.0
73,Artist_19,0.0,0.0
74,Artist_0,0.015625,0.0
74,Artist_5,0.015625,0.0
74,Artist_10,0.0,0.0
74,Artist_15,0.015625,0.0
74,Artist_19,0.0,0.0
75,Artist_0,0.015625,0.0
75,Artist_5,0.0,0.0
75,Artist_10,0.015625,0.0
75,Artist_15,0.0,0.0
75,Artist_19,0.015625,0.0
76,Artist_0,0.0,0.0
76,Artist_5,0.015625,0.0
76,Artist_10,0.0,0.0
76,Artist_15,0.015625,0.0
76,Artist_19,0.015625,0.0
77,Artist_0,0.0,0.0
77,Artist_5,0.015625,0.0
77,Artist_10,0.0,0.0
77,Artist_15,0.015625,0.0
77,Artist_19,0.015625,0.0
78,Artist_0,0.0,0.0
78,Artist_5,0.015625,0.0
78,Artist_10,0.0,0.0
78,Artist_15,0.015625,0.0
78,Artist_19,0.0,0.0
79,Artist_0,0.015625,0.0
79,Artist_5,0.0,0.015625
79,Artist_10,0.0,0.0
79,Artist_15,0.015625,0.0
79,Artist_19,0.0,0.0
80,Artist_0,0.015625,0.0
80,Artist_5,0.0,0.015625
80,Artist_10,0.0,0.0
80,Artist_15,0.0,0.015625
80,Artist_19,0.0,0.0
81,Artist_0,0.015625,0.0
81,Artist_5,0.0,0.0
81,Artist_10,0.015625,0.0
81,Artist_15,0.0,0.015625
81,Artist_19,0.0,0.0
82,Artist_0,0.0,0.015625
82,Artist_5,0.0,0.0
82,Artist_10,0.0,0.015625
82,Artist_15,0.0,0.0
82,Artist_19,0.015625,0.0
83,Artist_0,0.0,0.0
83,Artist_5,0.015625,0.0
83,Artist_10,0.0,0.0
83,Artist_15,0.015625,0.0
83,Artist_19,0.0,0.0
84,Artist_0,0.015625,0.0
84,Artist_5,0.0,0.015625
84,Artist_10,0.0,0.0
84,Artist_15,0.015625,0.0
84,Artist_19,0.0,0.0
85,Artist_0,0.015625,0.0
85,Artist_5,0.0,0.0
85,Artist_10,0.015625,0.0
85,Artist_15,0.0,0.0
85,Artist_19,0.015625,0.0
86,Artist_0,0.0,0.015625
86,Artist_5,0.0,0.0
86,Artist_10,0.015625,0.0
86,Artist_15,0.0,0.0
86,Artist_19,0.015625,0.0
87,Artist_0,0.0,0.0
87,Artist_5,0.015625,0.0
87,Artist_10,0.0,0.0
87,Artist_15,0.015625,0.0
87,Artist_19,0.0,0.0
88,Artist_0,0.015625,0.0
88,Artist_5,0.0,0.0
88,Artist_10,0.015625,0.0
88,Artist_15,0.0,0.0
88,Artist_19,0.015625,0.0
89,Artist_0,0.0,0.0
89,Artist_5,0.015625,0.0
89,Artist_10,0.0,0.015625
89,Artist_15,0.0,0.0
89,Artist_19,0.0,0.015625
90,Artist_0,0.0,0.0
90,Artist_5,0.015625,0.0
90,Artist_10,0.0,0.0
90,Artist_15,0.015625,0.0
90,Artist_19,0.0,0.0
91,Artist_0,0.015625,0.0
91,Artist_5,0.0,0.015625
91,Artist_10,0.0,0.0
91,Artist_15,0.0,0.015625
91,Artist_19,0.0,0.0
92,Artist_0,0.015625,0.0
92,Artist_5,0.0,0.0
92,Artist_10,0.015625,0.0
92,Artist_15,0.0,0.015625
92,Artist_19,0.0,0.0
93,Artist_0,0.015625,0.0
93,Artist_5,0.0,0.0
93,Artist_10,0.015625,0.0
93,Artist_15,0.0,0.0
93,Artist_19,0.015625,0.0
94,Artist_0,0.0,0.0
94,Artist_5,0.015625,0.0
94,Artist_10,0.0,0.0
94,Artist_15,0.015625,0.0
94,Artist_19,0.0,0.0
95,Artist_0,0.015625,0.0
95,Artist_5,0.0,0.015625
95,Artist_10,0.0,0.0
95,Artist_15,0.015625,0.0
95,Artist_19,0.0,0.0
96,Artist_0,0.015625,0.0
96,Artist_5,0.0,0.0
96,Artist_10,0.015625,0.0
96,Artist_15,0.0,0.0
96,Artist_19,0.015625,0.0
97,Artist_0,0.0,0.015625
97,Artist_5,0.0,0.0
97,Artist_10,0.0,0.015625
97,Artist_15,0.0,0.0
97,Artist_19,0.0,0.015625
98,Artist_0,0.0,0.0
98,Artist_5,0.015625,0.0
98,Artist_10,0.0,0.0
98,Artist_15,0.015625,0.0
98,Artist_19,0.0,0.0
99,Artist_0,0.0,0.0
99,Artist_5,0.0,0.015625
99,Artist_10,0.0,0.0
99,Artist_15,0.0,0.0
99,Artist_19,0.015625,0.0
