instancia,insertionSort,selectionSort,mergeSort,quickSort
0,0.026041666666666668,0.03125,6.25E-4,3.125E-4
1,0.026041666666666668,0.03125,7.8125E-4,3.125E-4
2,0.020833333333333332,0.03125,7.8125E-4,3.125E-4
3,0.03125,0.020833333333333332,7.8125E-4,4.6875E-4
4,0.026041666666666668,0.03125,7.8125E-4,3.125E-4
5,0.026041666666666668,0.03125,7.8125E-4,3.125E-4
6,0.026041666666666668,0.03125,6.25E-4,4.6875E-4
7,0.020833333333333332,0.03125,7.8125E-4,4.6875E-4
8,0.026041666666666668,0.03125,6.25E-4,4.6875E-4
9,0.020833333333333332,0.03125,6.25E-4,4.6875E-4
10,0.026041666666666668,0.026041666666666668,7.8125E-4,3.125E-4
11,0.026041666666666668,0.026041666666666668,7.8125E-4,3.125E-4
12,0.026041666666666668,0.03125,6.25E-4,4.6875E-4
13,0.020833333333333332,0.03125,7.8125E-4,3.125E-4
14,0.026041666666666668,0.026041666666666668,6.25E-4,4.6875E-4
15,0.026041666666666668,0.03125,6.25E-4,3.125E-4
16,0.026041666666666668,0.026041666666666668,7.8125E-4,3.125E-4
17,0.026041666666666668,0.03125,6.25E-4,3.125E-4
18,0.020833333333333332,0.03125,7.8125E-4,3.125E-4
19,0.026041666666666668,0.03125,6.25E-4,3.125E-4
20,0.020833333333333332,0.03125,6.25E-4,4.6875E-4
21,0.020833333333333332,0.03125,6.25E-4,4.6875E-4
22,0.020833333333333332,0.03125,7.8125E-4,3.125E-4
23,0.020833333333333332,0.03125,6.25E-4,4.6875E-4
24,0.020833333333333332,0.036458333333333336,6.25E-4,3.125E-4
25,0.026041666666666668,0.03125,6.25E-4,3.125E-4
26,0.026041666666666668,0.026041666666666668,7.8125E-4,3.125E-4
27,0.020833333333333332,0.03125,6.25E-4,4.6875E-4
28,0.020833333333333332,0.03125,7.8125E-4,3.125E-4
29,0.026041666666666668,0.026041666666666668,6.25E-4,4.6875E-4
30,0.020833333333333332,0.03125,6.25E-4,3.125E-4
31,0.020833333333333332,0.03125,6.25E-4,3.125E-4
32,0.020833333333333332,0.03125,6.25E-4,4.6875E-4
33,0.020833333333333332,0.036458333333333336,6.25E-4,3.125E-4
34,0.026041666666666668,0.03125,6.25E-4,4.6875E-4
35,0.020833333333333332,0.03125,7.8125E-4,3.125E-4
36,0.026041666666666668,0.03125,6.25E-4,3.125E-4
