instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
10,RedBlackBST,16384,5767,4888,2473,1696,1560,207,4681,85,2388,0,1696,5447,16,0.002363109
11,BST,16384,5753,4954,2499,1620,1558,211,4743,92,2407,0,1620,5444,25,0.002300031
11,RedBlackBST,16384,5753,4954,2499,1620,1558,211,4743,77,2422,1,1619,5444,15,0.002544108
12,BST,16384,5696,4880,2503,1640,1665,219,4661,98,2405,1,1639,5404,30,0.002165789
12,RedBlackBST,16384,5696,4880,2503,1640,1665,219,4661,78,2425,2,1638,5404,16,0.002191157
13,BST,16384,5718,4921,2469,1619,1657,234,4687,82,2387,0,1619,5427,29,0.002406821
13,RedBlackBST,16384,5718,4921,2469,1619,1657,234,4687,67,2402,0,1619,5427,16,0.002232013
14,BST,16384,5756,4957,2384,1698,1589,207,4750,96,2288,2,1696,5471,27,0.002158826
14,RedBlackBST,16384,5756,4957,2384,1698,1589,207,4750,83,2301,3,1695,5471,16,0.002357267
15,BST,16384,5611,4975,2503,1620,1675,219,4756,92,2411,0,1620,5313,30,0.002258403
15,RedBlackBST,16384,5611,4975,2503,1620,1675,219,4756,77,2426,1,1619,5313,16,0.002125463
16,BST,16384,5793,4925,2417,1629,1620,240,4685,95,2322,0,1629,5461,27,0.002743241
16,RedBlackBST,16384,5793,4925,2417,1629,1620,240,4685,79,2338,1,1628,5461,16,0.003142649
17,BST,16384,5727,4950,2438,1607,1662,202,4748,94,2344,1,1606,5419,28,0.003253467
17,RedBlackBST,16384,5727,4950,2438,1607,1662,202,4748,79,2359,1,1606,5419,16,0.002613719
18,BST,16384,5795,4973,2470,1581,1565,204,4769,99,2371,0,1581,5456,29,0.002348572
18,RedBlackBST,16384,5795,4973,2470,1581,1565,204,4769,84,2386,0,1581,5456,17,0.002342341
19,BST,16384,5762,4824,2421,1662,1715,205,4619,99,2322,0,1662,5449,28,0.002310931
19,RedBlackBST,16384,5762,4824,2421,1662,1715,205,4619,88,2333,1,1661,5449,16,0.002359231
20,BST,16384,5663,4866,2495,1652,1708,212,4654,86,2409,1,1651,5358,27,0.002231944
20,RedBlackBST,16384,5663,4866,2495,1652,1708,212,4654,71,2424,2,1650,5358,16,0.003115819
21,BST,16384,5814,4845,2469,1605,1651,203,4642,97,2372,0,1605,5499,31,0.002452337
21,RedBlackBST,16384,5814,4845,2469,1605,1651,203,4642,78,2391,0,1605,5499,16,0.002336639
22,BST,16384,5686,4996,2451,1634,1617,214,4782,107,2344,1,1633,5369,27,0.00219301
22,RedBlackBST,16384,5686,4996,2451,1634,1617,214,4782,82,2369,2,1632,5369,16,0.002601176
23,BST,16384,5702,4901,2418,1724,1639,208,4693,91,2327,1,1723,5403,30,0.002479829
23,RedBlackBST,16384,5702,4901,2418,1724,1639,208,4693,82,2336,3,1721,5403,17,0.002525874
24,BST,16384,5609,5016,2496,1658,1605,190,4826,104,2392,0,1658,5306,25,0.002417511
24,RedBlackBST,16384,5609,5016,2496,1658,1605,190,4826,87,2409,0,1658,5306,16,0.002516396
25,BST,16384,5751,4891,2469,1605,1668,217,4674,112,2357,0,1605,5436,28,0.002461445
25,RedBlackBST,16384,5751,4891,2469,1605,1668,217,4674,96,2373,0,1605,5436,16,0.002254866
26,BST,16384,5624,4904,2520,1626,1710,236,4668,79,2441,1,1625,5344,24,0.002177653
26,RedBlackBST,16384,5624,4904,2520,1626,1710,236,4668,68,2452,1,1625,5344,16,0.002406952
27,BST,16384,5766,4936,2509,1604,1569,219,4717,91,2418,3,1601,5445,25,0.002863525
27,RedBlackBST,16384,5766,4936,2509,1604,1569,219,4717,71,2438,3,1601,5445,16,0.002969125
28,BST,16384,5757,4932,2452,1594,1649,237,4695,92,2360,0,1594,5446,26,0.003182294
28,RedBlackBST,16384,5757,4932,2452,1594,1649,237,4695,76,2376,0,1594,5446,16,0.003002748
29,BST,16384,5649,4945,2540,1664,1586,195,4750,99,2441,0,1664,5327,30,0.003048303
29,RedBlackBST,16384,5649,4945,2540,1664,1586,195,4750,86,2454,0,1664,5327,15,0.003050789
