instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
11,BST,65536,22825,19535,9854,6731,6591,855,18680,381,9473,1,6730,21617,30,0.012449332
11,RedBlackBST,65536,22825,19535,9854,6731,6591,855,18680,320,9534,5,6726,21617,19,0.013054337
12,BST,65536,22872,19506,9913,6634,6611,820,18686,352,9561,1,6633,21649,35,0.013443235
12,RedBlackBST,65536,22872,19506,9913,6634,6611,820,18686,298,9615,4,6630,21649,19,0.013245664
13,BST,65536,22907,19713,9816,6571,6529,795,18918,374,9442,4,6567,21666,33,0.012857075
13,RedBlackBST,65536,22907,19713,9816,6571,6529,795,18918,320,9496,8,6563,21666,19,0.012777407
14,BST,65536,23086,19695,9791,6398,6566,805,18890,398,9393,1,6397,21830,33,0.013213605
14,RedBlackBST,65536,23086,19695,9791,6398,6566,805,18890,342,9449,5,6393,21830,19,0.012553958
15,BST,65536,22900,19659,9821,6455,6701,832,18827,373,9448,3,6452,21644,33,0.014049111
15,RedBlackBST,65536,22900,19659,9821,6455,6701,832,18827,299,9522,5,6450,21644,20,0.01350444
16,BST,65536,22925,19801,9841,6421,6548,848,18953,371,9470,1,6420,21673,34,0.013530007
16,RedBlackBST,65536,22925,19801,9841,6421,6548,848,18953,310,9531,4,6417,21673,19,0.04376952
17,BST,65536,22932,19669,9798,6519,6618,796,18873,364,9434,0,6519,21707,33,0.012633438
17,RedBlackBST,65536,22932,19669,9798,6519,6618,796,18873,313,9485,4,6515,21707,20,0.012739737
18,BST,65536,23079,19531,9876,6499,6551,835,18696,337,9539,2,6497,21864,32,0.012873938
18,RedBlackBST,65536,23079,19531,9876,6499,6551,835,18696,274,9602,3,6496,21864,19,0.012389741
19,BST,65536,23033,19536,9800,6507,6660,835,18701,363,9437,0,6507,21785,32,0.01300781
19,RedBlackBST,65536,23033,19536,9800,6507,6660,835,18701,301,9499,2,6505,21785,19,0.012643565
20,BST,65536,23036,19558,9871,6560,6511,794,18764,379,9492,1,6559,21750,30,0.013527403
20,RedBlackBST,65536,23036,19558,9871,6560,6511,794,18764,317,9554,3,6557,21750,20,0.013884512
21,BST,65536,22840,19694,9895,6521,6586,836,18858,368,9527,3,6518,21614,33,0.012850394
21,RedBlackBST,65536,22840,19694,9895,6521,6586,836,18858,309,9586,5,6516,21614,18,0.012534341
22,BST,65536,22994,19718,9761,6503,6560,829,18889,365,9396,2,6501,21691,31,0.012913542
22,RedBlackBST,65536,22994,19718,9761,6503,6560,829,18889,300,9461,9,6494,21691,18,0.016583821
23,BST,65536,23028,19579,9750,6551,6628,825,18754,383,9367,2,6549,21727,33,0.013500302
23,RedBlackBST,65536,23028,19579,9750,6551,6628,825,18754,304,9446,3,6548,21727,20,0.015315182
24,BST,65536,22902,19654,9881,6609,6490,853,18801,364,9517,2,6607,21681,32,0.014426951
24,RedBlackBST,65536,22902,19654,9881,6609,6490,853,18801,303,9578,5,6604,21681,20,0.013147838
25,BST,65536,22880,19657,9933,6649,6417,800,18857,344,9589,2,6647,21639,33,0.013726206
25,RedBlackBST,65536,22880,19657,9933,6649,6417,800,18857,284,9649,6,6643,21639,19,0.013913773
26,BST,65536,22747,19782,9845,6649,6513,792,18990,349,9496,3,6646,21496,34,0.013714064
26,RedBlackBST,65536,22747,19782,9845,6649,6513,792,18990,298,9547,3,6646,21496,19,0.013942391
27,BST,65536,22738,19672,10049,6547,6530,810,18862,357,9692,3,6544,21475,35,0.014432116
27,RedBlackBST,65536,22738,19672,10049,6547,6530,810,18862,300,9749,3,6544,21475,19,0.016528119
28,BST,65536,22941,19460,9862,6703,6570,867,18593,368,9494,2,6701,21653,35,0.014820697
28,RedBlackBST,65536,22941,19460,9862,6703,6570,867,18593,311,9551,6,6697,21653,19,0.013587803
29,BST,65536,22934,19684,9864,6533,6521,835,18849,407,9457,4,6529,21690,32,0.013670969
29,RedBlackBST,65536,22934,19684,9864,6533,6521,835,18849,344,9520,4,6529,21690,20,0.013465165
