instancia,estructura,m,purchase_total,query_total,lend_total,receive_total,dispose_total,query_successful,query_failed,lend_successful,lend_failed,receive_successful,receive_failed,final_size,final_height,elapsed_seconds
22,BST,262144,91624,78417,39595,26404,26104,3298,75119,1508,38087,7,26397,86715,36,0.069634505
22,RedBlackBST,262144,91624,78417,39595,26404,26104,3298,75119,1281,38314,11,26393,86715,22,0.076784591
23,BST,262144,91608,79114,39250,26029,26143,3338,75776,1510,37740,6,26023,86752,39,0.090986651
23,RedBlackBST,262144,91608,79114,39250,26029,26143,3338,75776,1272,37978,14,26015,86752,23,0.07563416
24,BST,262144,91744,78537,39443,26096,26324,3309,75228,1500,37943,7,26089,86751,43,0.08114567
24,RedBlackBST,262144,91744,78537,39443,26096,26324,3309,75228,1248,38195,15,26081,86751,22,0.079812741
25,BST,262144,92066,78661,39035,26289,26093,3280,75381,1453,37582,6,26283,87045,35,0.081788405
25,RedBlackBST,262144,92066,78661,39035,26289,26093,3280,75381,1227,37808,20,26269,87045,22,0.083646397
26,BST,262144,91610,78288,39609,26269,26368,3226,75062,1540,38069,9,26260,86663,36,0.090257737
26,RedBlackBST,262144,91610,78288,39609,26269,26368,3226,75062,1328,38281,17,26252,86663,24,0.074734377
27,BST,262144,91933,79063,39147,26000,26001,3403,75660,1477,37670,11,25989,87019,38,0.089350259
27,RedBlackBST,262144,91933,79063,39147,26000,26001,3403,75660,1238,37909,21,25979,87019,22,0.087807126
28,BST,262144,91787,78925,39096,26129,26207,3344,75581,1501,37595,7,26122,86780,40,0.079612107
28,RedBlackBST,262144,91787,78925,39096,26129,26207,3344,75581,1247,37849,16,26113,86780,22,0.080497735
29,BST,262144,92125,78209,39454,26359,25997,3327,74882,1527,37927,7,26352,87171,38,0.07939484
29,RedBlackBST,262144,92125,78209,39454,26359,25997,3327,74882,1289,38165,13,26346,87171,23,0.073662689
